,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
814,Peugeot,206361.0,105.0,diesel,blue,estate,False,True,False,False,False,True,True,107.0
815,Citroën,114413.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,119.0
816,Citroën,148909.0,135.0,diesel,blue,estate,False,False,False,False,False,False,False,28.0
817,Citroën,111093.0,135.0,diesel,black,estate,True,True,True,False,True,True,True,142.0
818,Audi,193694.0,160.0,diesel,brown,estate,True,True,False,False,True,True,True,138.0
819,Citroën,187837.0,135.0,diesel,black,estate,True,True,False,True,True,True,True,124.0
820,Peugeot,198080.0,105.0,diesel,silver,estate,False,True,False,False,False,True,True,107.0
821,Renault,75367.0,120.0,diesel,brown,estate,True,True,True,False,False,False,True,132.0
822,Renault,191841.0,135.0,diesel,black,estate,True,True,True,False,True,True,True,139.0
823,BMW,112349.0,130.0,diesel,white,estate,False,False,False,False,False,False,True,97.0
824,Peugeot,83117.0,105.0,diesel,white,estate,False,True,False,False,True,False,True,139.0
825,Renault,160986.0,135.0,diesel,blue,estate,False,True,True,False,True,False,True,122.0
826,Peugeot,177825.0,100.0,diesel,silver,estate,True,True,False,False,False,False,True,99.0
827,Audi,109270.0,190.0,diesel,black,estate,True,False,False,False,True,True,True,144.0
828,Peugeot,120833.0,100.0,diesel,black,estate,False,False,True,False,False,False,True,90.0
829,Renault,148637.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,101.0
830,Renault,246501.0,120.0,diesel,grey,estate,False,True,False,False,False,False,True,74.0
831,Renault,174042.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,136.0
832,Peugeot,109416.0,105.0,diesel,black,estate,False,True,False,False,False,False,True,120.0
833,Renault,261161.0,120.0,diesel,black,estate,True,True,True,False,True,False,True,71.0
834,Peugeot,148429.0,100.0,diesel,silver,estate,False,True,False,False,False,True,True,102.0
835,Citroën,174604.0,122.0,diesel,black,estate,False,True,False,False,False,False,True,112.0
836,Audi,102732.0,160.0,diesel,grey,estate,False,True,False,False,True,False,True,142.0
837,Peugeot,115521.0,100.0,diesel,black,estate,False,True,False,False,False,False,True,104.0
838,Peugeot,164550.0,100.0,diesel,black,estate,False,False,False,False,False,False,True,70.0
839,Renault,144165.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,109.0
840,Renault,273538.0,100.0,diesel,silver,estate,True,False,False,False,False,False,True,36.0
841,Citroën,148188.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,118.0
842,Renault,157807.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,117.0
843,Audi,191233.0,190.0,diesel,grey,estate,True,True,False,False,True,False,True,129.0
844,Citroën,164973.0,135.0,diesel,blue,estate,False,False,False,False,False,False,True,28.0
845,Renault,84454.0,120.0,diesel,brown,estate,True,True,False,False,True,False,True,146.0
846,Citroën,183569.0,135.0,diesel,brown,estate,False,True,False,False,False,False,True,103.0
847,Citroën,110239.0,135.0,diesel,white,estate,False,True,False,True,True,True,True,124.0
848,Citroën,158735.0,135.0,diesel,silver,estate,False,True,False,False,False,False,True,118.0
849,Citroën,100669.0,120.0,diesel,black,estate,True,False,False,False,True,False,True,112.0
850,Renault,80381.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,88.0
851,Peugeot,88562.0,100.0,diesel,black,estate,False,False,False,False,False,False,True,97.0
852,Renault,105886.0,135.0,diesel,white,estate,False,True,False,False,True,False,True,129.0
853,Renault,123492.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,120.0
854,Citroën,38620.0,135.0,diesel,grey,estate,False,True,False,True,False,False,True,140.0
855,Peugeot,139736.0,100.0,diesel,grey,estate,False,False,False,False,False,False,True,76.0
856,Citroën,110286.0,120.0,diesel,blue,estate,False,False,True,False,False,False,False,77.0
857,Renault,157485.0,85.0,diesel,brown,estate,False,True,False,False,False,False,True,92.0
858,Renault,145050.0,120.0,diesel,black,estate,True,True,False,False,True,True,True,126.0
859,Citroën,175035.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,91.0
860,Audi,137237.0,160.0,diesel,brown,estate,True,True,False,False,True,True,True,136.0
861,Audi,197468.0,120.0,diesel,blue,estate,True,False,False,False,False,False,True,44.0
862,Renault,225684.0,110.0,diesel,silver,estate,True,True,False,False,False,False,True,76.0
863,Peugeot,150658.0,105.0,diesel,grey,estate,False,True,False,False,True,False,True,115.0
864,Peugeot,157661.0,100.0,diesel,blue,estate,False,True,False,False,False,False,True,88.0
865,Renault,127445.0,85.0,diesel,grey,estate,True,True,False,False,True,True,True,105.0
866,Renault,52378.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,150.0
867,Audi,88459.0,100.0,diesel,black,estate,True,True,False,False,False,False,True,123.0
868,Renault,162756.0,85.0,diesel,grey,estate,True,True,False,False,False,False,True,106.0
869,Peugeot,216472.0,105.0,diesel,black,estate,True,True,False,False,True,True,True,94.0
870,Peugeot,178160.0,100.0,diesel,grey,estate,True,True,True,False,True,True,True,111.0
871,Peugeot,237294.0,100.0,diesel,grey,estate,True,True,False,False,False,False,True,82.0
872,Renault,140380.0,135.0,diesel,black,estate,False,True,False,True,True,False,True,140.0
873,Audi,130343.0,160.0,diesel,silver,estate,False,True,False,False,False,False,True,127.0
874,Audi,261166.0,150.0,diesel,black,estate,True,True,True,False,True,True,True,118.0
875,Renault,171516.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,123.0
876,Citroën,78520.0,135.0,diesel,silver,estate,False,False,False,False,False,False,False,131.0
877,Citroën,221832.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,107.0
878,Audi,98377.0,160.0,diesel,black,estate,True,True,False,True,True,False,True,152.0
880,Renault,109653.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,146.0
881,Renault,114112.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,132.0
882,Peugeot,223953.0,90.0,diesel,grey,estate,True,False,False,False,False,False,True,65.0
883,Audi,241412.0,190.0,diesel,blue,estate,True,True,False,True,True,False,True,110.0
884,Citroën,145981.0,122.0,diesel,silver,estate,True,True,False,False,True,True,True,126.0
885,Renault,176695.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,125.0
886,Citroën,147073.0,122.0,diesel,black,estate,True,True,False,False,True,False,True,122.0
887,Citroën,136931.0,135.0,diesel,grey,estate,True,True,False,True,True,False,True,123.0
888,Citroën,207811.0,122.0,diesel,black,estate,False,True,False,False,True,False,True,82.0
889,Audi,151272.0,160.0,diesel,black,estate,True,True,False,False,True,False,True,138.0
890,PGO,180401.0,190.0,diesel,white,estate,False,True,True,False,True,True,True,120.0
891,Citroën,120723.0,230.0,diesel,brown,estate,True,True,True,True,True,True,True,164.0
892,Audi,260969.0,150.0,diesel,black,estate,True,True,True,False,True,True,True,117.0
893,Audi,157790.0,100.0,diesel,silver,estate,True,True,False,False,True,False,True,113.0
894,Audi,169163.0,160.0,diesel,silver,estate,False,True,True,False,True,False,True,130.0
895,Renault,127896.0,135.0,diesel,black,estate,False,True,True,False,True,False,True,141.0
896,Audi,110978.0,230.0,diesel,black,estate,True,True,True,True,True,False,True,172.0
897,Renault,124484.0,135.0,diesel,white,estate,False,True,False,True,True,False,True,134.0
898,Renault,184724.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,132.0
899,Citroën,191216.0,135.0,diesel,silver,estate,False,True,False,False,False,True,True,106.0
900,Peugeot,148986.0,100.0,diesel,black,estate,True,True,False,False,False,False,True,111.0
901,Renault,161618.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,115.0
902,Audi,124409.0,230.0,diesel,silver,estate,False,True,True,True,False,True,True,159.0
903,Renault,152917.0,100.0,diesel,grey,estate,True,True,False,False,True,True,True,93.0
904,Citroën,126425.0,120.0,diesel,red,estate,False,True,False,False,False,False,True,114.0
905,Audi,289547.0,145.0,diesel,blue,estate,True,True,True,False,False,True,True,90.0
906,Renault,178789.0,137.0,diesel,black,estate,True,True,False,False,True,False,True,111.0
907,Audi,103658.0,230.0,diesel,grey,estate,True,True,True,True,True,False,True,173.0
908,Renault,194522.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,110.0
909,Citroën,196992.0,110.0,diesel,silver,estate,True,True,True,False,False,False,True,73.0
910,Peugeot,173233.0,105.0,diesel,grey,estate,False,True,False,False,True,False,True,109.0
911,Citroën,182351.0,135.0,diesel,brown,estate,False,True,False,False,False,False,True,98.0
912,Peugeot,164454.0,100.0,diesel,black,estate,True,True,False,False,False,True,True,103.0
913,Renault,137042.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,114.0
914,Citroën,99171.0,135.0,diesel,grey,estate,False,True,True,True,False,False,True,124.0
915,PGO,171792.0,190.0,diesel,silver,estate,False,True,True,False,True,True,True,139.0
916,Renault,43100.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,122.0
917,Audi,175235.0,190.0,diesel,white,estate,True,True,False,False,True,True,True,158.0
918,Citroën,140991.0,135.0,diesel,black,estate,False,True,False,True,False,False,True,118.0
919,Audi,95860.0,190.0,diesel,brown,estate,True,True,True,True,True,False,True,166.0
920,Renault,158574.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,113.0
921,Audi,111098.0,160.0,diesel,blue,estate,False,True,False,False,False,False,True,133.0
922,Peugeot,144547.0,105.0,diesel,black,estate,True,True,False,False,True,True,True,125.0
923,Citroën,120632.0,135.0,diesel,grey,estate,False,False,False,False,False,False,True,112.0
924,Citroën,110887.0,120.0,diesel,grey,estate,False,True,True,False,True,True,True,132.0
925,Citroën,163108.0,135.0,diesel,grey,estate,False,False,False,False,True,False,True,106.0
926,Peugeot,166667.0,100.0,diesel,brown,estate,True,True,False,False,False,False,True,104.0
927,Renault,163299.0,140.0,diesel,white,estate,True,True,False,False,True,True,True,135.0
928,Renault,165418.0,85.0,diesel,blue,estate,False,False,False,False,True,True,True,106.0
929,Audi,143062.0,190.0,diesel,blue,estate,True,True,False,False,False,False,True,128.0
930,Citroën,107697.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,120.0
931,Renault,362024.0,110.0,diesel,black,estate,False,True,False,False,False,False,True,71.0
932,Peugeot,223140.0,100.0,diesel,black,estate,False,True,False,False,True,False,True,96.0
933,Citroën,170500.0,135.0,diesel,black,estate,True,True,False,False,False,False,True,100.0
934,Peugeot,179647.0,100.0,diesel,black,estate,True,True,False,False,True,True,True,113.0
935,Citroën,179338.0,120.0,diesel,black,estate,False,True,False,False,False,False,True,110.0
936,Renault,91973.0,120.0,diesel,blue,estate,True,True,True,False,True,False,True,122.0
937,Renault,148770.0,120.0,diesel,blue,estate,True,True,False,False,True,False,True,129.0
938,Renault,71483.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,144.0
939,Renault,153102.0,140.0,diesel,white,estate,True,True,True,False,True,False,True,141.0
940,PGO,155620.0,190.0,diesel,white,estate,True,True,False,False,True,True,True,140.0
941,Peugeot,125677.0,100.0,diesel,blue,estate,True,True,False,False,False,False,True,104.0
942,Renault,144930.0,120.0,diesel,beige,estate,True,True,False,False,True,False,True,113.0
943,Citroën,142622.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,118.0
944,Renault,171008.0,120.0,diesel,black,estate,False,True,False,False,False,False,True,82.0
945,Citroën,160805.0,135.0,diesel,white,estate,False,True,False,False,True,True,True,111.0
946,Renault,139390.0,85.0,diesel,black,estate,False,True,False,False,False,True,True,101.0
947,Audi,314985.0,173.0,diesel,blue,estate,True,True,True,False,True,False,True,87.0
948,Renault,220183.0,85.0,diesel,grey,estate,False,True,False,False,False,False,True,94.0
949,Renault,174658.0,135.0,diesel,blue,estate,True,True,False,True,True,False,True,138.0
950,Renault,190092.0,135.0,diesel,white,estate,False,True,True,False,True,True,True,133.0
951,Peugeot,160571.0,100.0,diesel,black,estate,False,True,False,False,False,False,True,104.0
952,Citroën,85070.0,135.0,diesel,white,estate,False,False,False,False,False,False,False,128.0
953,Peugeot,167600.0,100.0,diesel,silver,estate,False,False,False,False,False,False,True,88.0
954,BMW,184733.0,280.0,diesel,silver,estate,True,True,False,True,True,True,True,157.0
955,Renault,289174.0,120.0,diesel,grey,estate,True,False,False,False,False,False,True,82.0
956,Peugeot,147992.0,105.0,diesel,white,estate,False,False,False,False,False,False,False,92.0
957,Citroën,151501.0,120.0,diesel,black,estate,False,True,False,False,True,False,True,119.0
958,Renault,300178.0,120.0,diesel,white,estate,True,True,False,False,True,False,True,85.0
959,Citroën,166496.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,118.0
960,Citroën,46701.0,135.0,diesel,white,estate,False,True,False,False,False,False,True,140.0
961,Audi,115902.0,160.0,diesel,grey,estate,False,True,False,False,True,False,True,126.0
962,Audi,136581.0,160.0,diesel,black,estate,True,True,False,False,True,True,True,128.0
963,Renault,80589.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,115.0
964,Peugeot,179537.0,105.0,diesel,black,estate,True,True,True,False,True,True,True,109.0
965,Renault,143633.0,135.0,diesel,white,estate,True,True,False,False,True,False,True,122.0
966,Audi,241112.0,190.0,diesel,blue,estate,True,True,False,True,True,False,True,105.0
967,BMW,184507.0,280.0,diesel,silver,estate,True,True,False,True,True,True,True,164.0
968,Renault,174319.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,116.0
969,Citroën,103034.0,135.0,diesel,brown,estate,False,True,False,False,False,False,True,120.0
970,BMW,184955.0,280.0,diesel,silver,estate,True,True,False,True,True,True,True,154.0
971,Citroën,156741.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,118.0
972,Audi,130588.0,160.0,diesel,black,estate,False,True,False,False,False,False,False,120.0
973,Peugeot,161449.0,105.0,diesel,red,estate,False,True,False,False,False,False,True,94.0
974,Citroën,108993.0,120.0,diesel,grey,estate,False,True,False,False,True,True,True,120.0
975,BMW,145348.0,280.0,diesel,blue,estate,False,True,False,True,True,True,True,193.0
976,Citroën,135980.0,120.0,diesel,grey,estate,True,True,False,False,True,True,True,122.0
977,PGO,135564.0,190.0,diesel,white,estate,True,True,True,False,False,False,True,132.0
978,Audi,166872.0,160.0,diesel,grey,estate,True,True,False,False,True,False,True,117.0
979,Citroën,200160.0,120.0,diesel,blue,estate,False,True,False,False,False,False,True,91.0
980,Renault,142887.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,120.0
981,Citroën,143806.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,123.0
982,Audi,115097.0,160.0,diesel,black,estate,True,True,False,False,True,False,True,120.0
983,Citroën,240562.0,130.0,diesel,black,estate,True,True,True,False,True,True,True,84.0
984,Renault,81817.0,85.0,diesel,grey,estate,False,False,False,False,False,False,True,129.0
985,Renault,118282.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,125.0
986,Citroën,150702.0,120.0,diesel,grey,estate,False,True,False,False,True,False,True,115.0
987,Peugeot,146697.0,100.0,diesel,blue,estate,False,True,True,False,True,False,True,109.0
988,Peugeot,108380.0,100.0,diesel,brown,estate,False,True,False,False,False,False,True,105.0
989,Audi,197818.0,230.0,diesel,black,estate,True,True,True,False,True,False,True,135.0
990,Renault,207226.0,120.0,diesel,black,estate,True,True,False,False,False,True,True,104.0
991,Audi,121671.0,190.0,diesel,black,estate,True,True,False,True,True,False,True,151.0
992,Citroën,157337.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,84.0
993,Renault,167001.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,122.0
994,Renault,92554.0,135.0,diesel,black,estate,True,True,False,True,True,False,True,162.0
995,Audi,232281.0,150.0,diesel,grey,estate,True,True,True,False,True,False,True,120.0
996,Renault,162222.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,117.0
997,Audi,213453.0,160.0,diesel,black,estate,True,True,True,False,True,False,True,117.0
998,Audi,194062.0,100.0,diesel,grey,estate,False,True,False,False,True,False,True,110.0
999,Renault,184936.0,120.0,diesel,brown,estate,True,True,True,False,False,False,True,120.0
1000,Audi,132979.0,112.0,diesel,brown,estate,True,True,False,False,True,True,True,117.0
1001,Peugeot,141068.0,105.0,diesel,black,estate,False,True,False,False,False,False,True,112.0
1002,Audi,188713.0,190.0,diesel,black,estate,True,False,False,False,True,True,True,141.0
1003,Audi,398043.0,130.0,diesel,grey,estate,False,False,False,False,False,False,True,59.0
1004,Audi,117468.0,160.0,diesel,black,estate,True,True,True,False,True,False,True,137.0
1005,Citroën,134690.0,135.0,diesel,grey,estate,True,True,False,True,True,True,True,118.0
1006,Renault,165356.0,135.0,diesel,grey,estate,False,True,False,False,True,False,True,115.0
1007,Renault,173590.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,121.0
1008,Peugeot,193864.0,105.0,diesel,black,estate,False,False,False,False,False,False,True,96.0
1009,Renault,223680.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,86.0
1010,Audi,157626.0,189.0,diesel,grey,estate,True,True,False,False,True,False,True,97.0
1011,Citroën,178272.0,135.0,diesel,white,estate,False,True,False,True,True,False,True,122.0
1012,Citroën,175266.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,117.0
1013,Citroën,151586.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,105.0
1014,Renault,109195.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,133.0
1015,Renault,148908.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,124.0
1016,Renault,96395.0,135.0,diesel,blue,estate,True,True,False,False,False,False,True,133.0
1017,Renault,149502.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,99.0
1018,Citroën,171043.0,135.0,diesel,grey,estate,False,True,False,True,False,True,True,116.0
1019,Citroën,110891.0,125.0,petrol,black,estate,True,True,True,False,True,False,True,99.0
1020,Citroën,95208.0,135.0,diesel,grey,estate,False,True,False,False,False,False,False,77.0
1021,Peugeot,126978.0,100.0,diesel,grey,estate,True,True,True,False,False,False,True,106.0
1022,Audi,148943.0,100.0,diesel,brown,estate,True,True,True,False,True,False,True,132.0
1023,Peugeot,137075.0,100.0,diesel,grey,estate,True,False,True,False,False,False,True,109.0
1024,Citroën,187314.0,122.0,diesel,grey,estate,True,True,False,False,True,False,True,112.0
1025,Audi,191742.0,105.0,diesel,brown,estate,True,True,False,False,True,False,True,129.0
1026,Peugeot,162142.0,100.0,diesel,silver,estate,True,True,False,False,False,False,True,99.0
1027,Renault,34643.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,151.0
1028,Peugeot,195543.0,105.0,diesel,white,estate,False,False,False,False,False,False,True,97.0
1029,Renault,104176.0,135.0,diesel,black,estate,True,True,True,False,True,False,True,135.0
1030,Audi,230365.0,145.0,diesel,black,estate,True,True,True,False,True,True,True,85.0
1031,Citroën,129339.0,135.0,diesel,blue,estate,False,True,False,False,False,True,True,112.0
1032,Citroën,164468.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,103.0
1033,Peugeot,153721.0,100.0,diesel,brown,estate,True,True,False,False,False,False,True,122.0
1034,Renault,199826.0,85.0,diesel,brown,estate,False,False,False,False,False,False,True,82.0
1035,Citroën,101223.0,120.0,diesel,black,estate,True,False,False,False,True,False,True,112.0
1036,Citroën,188531.0,120.0,diesel,black,estate,False,True,True,False,False,False,True,63.0
1037,Citroën,111959.0,135.0,petrol,black,estate,False,True,False,False,True,False,True,93.0
1038,Audi,160151.0,190.0,diesel,blue,estate,False,True,False,False,True,True,True,150.0
1039,Peugeot,88517.0,100.0,diesel,black,estate,True,True,False,False,False,False,True,112.0
1040,Renault,159788.0,135.0,diesel,white,estate,False,True,False,False,True,False,True,128.0
1041,Citroën,169335.0,122.0,diesel,black,estate,True,True,False,False,True,False,True,112.0
1042,Audi,189614.0,160.0,diesel,black,estate,False,True,False,True,False,False,True,142.0
1043,Renault,172414.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,124.0
1044,Audi,147699.0,190.0,diesel,grey,estate,True,True,False,True,True,True,True,158.0
1045,Audi,245654.0,130.0,diesel,green,estate,True,True,False,False,True,False,True,82.0
1046,Citroën,119454.0,135.0,diesel,grey,estate,False,False,False,False,False,False,False,122.0
1047,Peugeot,151787.0,105.0,diesel,grey,estate,False,False,False,False,False,False,True,91.0
1048,Renault,66877.0,135.0,diesel,white,estate,True,False,True,True,False,True,True,141.0
1049,Renault,144612.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,123.0
1050,Renault,143447.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,133.0
1051,Renault,94753.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,106.0
1052,PGO,123173.0,190.0,diesel,grey,estate,True,True,True,False,True,True,True,150.0
1053,Renault,222299.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,107.0
1054,Peugeot,162048.0,85.0,diesel,black,estate,True,False,False,False,True,True,True,57.0
1055,Citroën,157035.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,115.0
1056,Audi,107751.0,190.0,diesel,black,estate,True,True,True,True,True,False,True,169.0
1057,Citroën,164110.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,111.0
1058,Renault,20353.0,140.0,diesel,black,estate,True,True,False,False,True,False,True,130.0
1059,Citroën,66929.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,117.0
1060,Audi,138988.0,230.0,diesel,brown,estate,False,True,False,True,True,False,True,166.0
1061,Audi,203770.0,190.0,diesel,grey,estate,True,True,True,True,True,False,True,132.0
1062,Renault,148128.0,135.0,diesel,grey,estate,True,True,False,True,True,False,True,140.0
1063,Citroën,182793.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,75.0
1064,Peugeot,125372.0,105.0,diesel,blue,estate,False,True,False,False,False,False,True,116.0
1065,Citroën,162199.0,130.0,diesel,grey,estate,True,True,True,False,True,False,True,67.0
1066,Audi,256774.0,230.0,diesel,grey,estate,True,True,True,True,True,True,True,137.0
1067,PGO,33631.0,190.0,diesel,grey,estate,False,False,False,False,False,False,False,156.0
1068,Audi,49871.0,190.0,diesel,black,estate,True,False,False,False,True,False,True,173.0
1069,Peugeot,190289.0,105.0,diesel,white,estate,True,True,False,False,True,False,True,106.0
1070,Peugeot,106417.0,100.0,diesel,grey,estate,True,False,False,False,False,False,True,111.0
1071,Peugeot,189921.0,100.0,diesel,brown,estate,True,True,False,False,False,False,True,100.0
1072,Citroën,99113.0,120.0,diesel,grey,estate,True,True,False,False,True,True,True,118.0
1073,Peugeot,193105.0,105.0,diesel,black,estate,False,True,False,False,True,False,True,105.0
1074,Renault,130684.0,135.0,diesel,grey,estate,True,True,False,False,False,False,True,119.0
1075,Peugeot,96981.0,100.0,petrol,green,estate,True,True,False,False,False,False,True,92.0
1076,Renault,196890.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,123.0
1077,Peugeot,118160.0,100.0,diesel,grey,estate,True,False,False,False,False,False,True,89.0
1078,Citroën,169470.0,135.0,diesel,grey,estate,False,True,False,False,False,False,True,91.0
1079,Peugeot,271229.0,100.0,diesel,black,estate,True,True,False,False,True,False,True,85.0
1080,Audi,158308.0,190.0,diesel,black,estate,True,True,False,True,True,True,True,153.0
1081,Renault,186459.0,85.0,diesel,white,estate,False,False,False,False,False,False,True,103.0
1082,Audi,110966.0,160.0,diesel,grey,estate,True,True,False,False,False,False,False,123.0
1083,Renault,131899.0,85.0,diesel,black,estate,False,True,False,False,False,False,True,97.0
1084,Renault,151115.0,135.0,diesel,silver,estate,True,True,True,False,False,False,True,124.0
1085,Peugeot,157363.0,100.0,diesel,white,estate,False,True,False,False,False,True,True,112.0
1086,Citroën,134983.0,130.0,diesel,black,estate,False,False,True,False,True,False,True,91.0
1087,Renault,114589.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,131.0
1088,Renault,175756.0,120.0,diesel,blue,estate,True,True,False,False,True,False,True,125.0
1089,Audi,205478.0,155.0,diesel,black,estate,False,True,False,False,True,False,True,118.0
1090,Renault,228719.0,120.0,diesel,black,estate,False,True,True,True,True,False,True,102.0
1091,Peugeot,128969.0,100.0,diesel,black,estate,False,True,False,False,False,False,True,105.0
1092,Peugeot,165120.0,105.0,diesel,black,estate,False,True,False,False,False,True,True,99.0
1093,Renault,181703.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,122.0
1094,Citroën,148574.0,120.0,diesel,grey,estate,False,False,False,False,False,False,True,107.0
1095,Renault,187277.0,137.0,diesel,blue,estate,True,True,False,False,True,True,True,120.0
1096,Audi,186203.0,190.0,diesel,black,estate,True,True,False,False,True,True,True,128.0
1097,Peugeot,45305.0,100.0,diesel,blue,estate,True,True,False,False,True,False,True,137.0
1098,Citroën,146393.0,135.0,diesel,brown,estate,True,True,True,False,True,True,True,127.0
1099,Peugeot,173102.0,100.0,diesel,black,estate,True,True,False,False,False,True,True,100.0
1100,Renault,148966.0,135.0,petrol,black,estate,False,True,False,False,False,False,True,109.0
1101,Audi,249417.0,190.0,diesel,black,estate,True,True,False,True,True,False,True,112.0
1102,Audi,162106.0,230.0,diesel,black,estate,True,True,True,True,True,False,True,137.0
1103,Renault,199890.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,125.0
1104,Citroën,165322.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,117.0
1105,Peugeot,147216.0,105.0,diesel,grey,estate,False,True,False,False,True,True,True,118.0
1106,Renault,175761.0,135.0,diesel,black,estate,True,True,True,False,False,True,True,142.0
1107,Citroën,61306.0,120.0,diesel,grey,estate,False,True,True,False,False,False,True,94.0
1108,Citroën,92482.0,135.0,diesel,black,estate,False,True,False,True,False,True,True,142.0
1109,Audi,185299.0,190.0,diesel,blue,estate,True,True,True,False,True,True,True,142.0
1110,Citroën,260531.0,110.0,diesel,grey,estate,False,False,False,False,False,False,True,46.0
1111,Renault,237366.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,112.0
1112,Peugeot,153033.0,105.0,diesel,black,estate,False,True,False,False,True,False,True,73.0
1113,Peugeot,136442.0,105.0,diesel,silver,estate,False,True,False,False,False,False,True,112.0
1114,Citroën,155283.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,120.0
1115,Renault,86410.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,125.0
1116,Peugeot,198436.0,100.0,diesel,grey,estate,False,True,False,False,True,False,True,97.0
1117,Renault,183498.0,85.0,diesel,grey,estate,True,True,False,False,False,False,True,103.0
1118,Audi,237786.0,150.0,diesel,grey,estate,True,True,False,False,True,False,True,107.0
1119,Citroën,162042.0,135.0,diesel,blue,estate,True,True,True,True,True,True,True,103.0
1120,Audi,125242.0,160.0,diesel,grey,estate,False,True,False,True,True,False,True,149.0
1121,Audi,190015.0,105.0,diesel,grey,estate,True,True,False,False,True,False,True,128.0
1122,Renault,168216.0,85.0,diesel,black,estate,False,False,False,False,True,True,True,105.0
1123,Citroën,115366.0,135.0,diesel,silver,estate,False,True,False,True,False,False,True,120.0
1124,Audi,179857.0,230.0,diesel,brown,estate,True,True,False,True,True,True,True,169.0
1125,Audi,156904.0,190.0,diesel,grey,estate,True,True,True,False,True,True,True,148.0
1126,Citroën,165561.0,120.0,diesel,blue,estate,False,True,False,False,True,True,True,117.0
1127,Renault,148559.0,137.0,petrol,black,estate,True,True,False,False,True,False,True,116.0
1128,Renault,180690.0,85.0,diesel,grey,estate,False,True,False,False,True,True,True,107.0
1129,Renault,153854.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,123.0
1130,Renault,50522.0,120.0,diesel,grey,estate,True,False,False,False,True,False,True,152.0
1131,Citroën,293508.0,110.0,diesel,grey,estate,True,True,False,False,True,True,True,55.0
1132,Citroën,137401.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,114.0
1133,Citroën,148479.0,160.0,diesel,grey,estate,False,True,False,False,False,True,True,131.0
